id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,CIPRO,CEFTRIAXONE,AMOXICILLIN
GENOME_0121,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,6,1,5,2,4,6,4,3,0,9,1,6,0,0,5,0.62,0.73,0.18,0.83,0.52,0.85,0.31,0.38,0.07,0.9,S,S,S
GENOME_0122,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,7,5,0,4,1,6,4,2,3,8,3,9,2,2,8,0.19,0.61,0.27,0.7,0.17,0.8,0.22,0.31,0.0,0.77,I,R,S
GENOME_0123,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,7,2,1,3,4,7,3,1,9,6,5,9,0,4,5,0.26,0.81,0.78,0.38,0.41,0.81,0.4,0.84,0.24,0.66,S,I,I
GENOME_0124,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3,2,4,10,2,3,0,4,2,3,1,6,2,0.14,0.51,0.14,0.72,0.01,0.93,0.13,0.62,0.02,0.82,R,S,I
GENOME_0125,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,3,5,6,1,7,6,3,10,3,3,0,0,8,1,0.36,0.67,0.41,0.31,0.72,0.82,0.22,0.41,0.42,0.85,I,I,I
GENOME_0126,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,9,5,2,4,2,2,3,1,10,6,6,10,2,4,0,0.2,0.7,0.68,0.52,0.09,0.64,0.13,0.55,0.08,0.97,S,R,S
GENOME_0127,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,4,3,8,9,0,7,7,0,10,6,2,8,0,0,8,0.22,0.76,0.59,0.53,0.44,0.73,0.08,0.36,0.24,0.69,S,S,I
GENOME_0128,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,3,6,3,3,3,1,6,8,0,0,0,4,5,0.25,0.58,0.2,0.66,0.04,0.61,0.03,0.49,0.25,0.9,S,S,S
GENOME_0129,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9,4,6,6,0,6,3,1,0,10,1,6,0,0,3,0.11,0.65,0.02,0.5,0.17,0.87,0.17,0.35,0.05,0.96,I,S,S
GENOME_0130,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4,8,3,4,3,1,2,5,1,5,0,6,4,0.45,0.71,0.86,0.67,0.56,0.8,0.1,0.72,0.08,0.88,S,S,I
GENOME_0131,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,7,5,5,9,4,3,2,0,3,9,6,6,1,8,7,0.14,0.63,0.81,0.68,0.13,0.92,0.25,0.38,0.08,0.66,S,S,R
GENOME_0132,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,5,1,8,2,1,3,5,1,3,9,6,9,2,5,0,0.62,0.91,0.48,0.66,0.21,0.97,0.3,0.88,0.44,0.95,S,S,I
GENOME_0133,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,2,3,8,6,1,5,5,0,6,7,2,0,0,3,7,0.26,0.93,0.39,0.48,0.21,0.68,0.09,0.49,0.02,0.7,I,S,S
GENOME_0134,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,7,1,5,10,3,1,1,3,4,8,2,0,0,5,6,0.16,0.59,0.13,0.6,0.0,0.71,0.39,0.62,0.34,0.85,S,S,I
GENOME_0135,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,10,5,1,10,1,4,2,3,10,5,4,5,0,0,8,0.26,0.72,0.28,0.32,0.34,0.88,0.08,0.56,0.22,0.98,S,R,S
GENOME_0136,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,3,8,8,1,7,2,0,7,3,2,7,1,3,3,0.19,0.51,0.1,0.25,0.01,0.88,0.26,0.37,0.01,0.89,S,S,I
GENOME_0137,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,5,1,1,7,2,2,3,2,10,2,5,10,0.25,0.92,0.25,0.59,0.68,0.95,0.2,0.36,0.01,0.88,S,S,S
GENOME_0138,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,8,5,1,3,0,4,2,1,7,8,6,2,1,1,4,0.03,0.94,0.42,0.15,0.32,0.84,0.16,0.65,0.43,0.83,S,I,S
GENOME_0139,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,5,1,1,6,1,6,4,3,10,5,3,9,2,2,7,0.13,0.57,0.79,0.28,0.27,0.68,0.12,0.58,0.2,0.34,R,R,S
GENOME_0140,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,5,6,5,2,4,2,3,10,6,3,10,0,3,2,0.61,0.93,0.47,0.67,0.09,0.91,0.13,0.69,0.2,0.8,S,S,S
GENOME_0141,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,8,5,3,2,3,9,7,0,8,7,1,1,2,5,9,0.09,0.82,0.93,0.47,0.39,0.85,0.43,0.61,0.12,0.93,R,R,S
GENOME_0142,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,6,0,7,8,0,8,7,2,8,10,3,3,2,2,10,0.38,0.65,0.56,0.36,0.27,0.82,0.04,0.44,0.39,0.96,R,I,R
GENOME_0143,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,7,4,0,8,7,2,8,3,3,7,2,0,0,0.34,0.84,0.21,0.51,0.06,0.7,0.07,0.43,0.02,0.8,S,S,I
GENOME_0144,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,4,0,7,4,7,4,2,0,5,1,8,0,5,0,0.19,0.79,0.87,0.1,0.05,0.95,0.18,0.55,0.11,0.65,S,S,S
GENOME_0145,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,4,3,0,6,4,8,5,0,8,3,6,10,1,7,10,0.41,0.87,0.13,0.42,0.69,0.94,0.3,0.28,0.02,0.91,S,S,S
GENOME_0146,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,10,0,3,5,1,1,5,0,7,7,5,5,0,7,10,0.07,0.58,0.22,0.76,0.17,0.86,0.07,0.29,0.06,0.76,R,S,R
GENOME_0147,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,3,3,1,4,0,2,4,1,1,8,0,6,1,3,9,0.65,0.74,0.59,0.45,0.05,0.86,0.27,0.25,0.23,0.92,S,S,S
GENOME_0148,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,10,0,3,7,3,2,4,4,0,1,5,5,0.58,0.86,0.61,0.73,0.01,0.64,0.14,0.52,0.03,0.93,S,R,I
GENOME_0149,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,3,1,6,1,4,3,3,6,10,3,4,1,0,1,0.34,0.9,0.99,0.53,0.18,0.87,0.15,0.57,0.18,0.87,I,S,S
GENOME_0150,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,5,5,8,8,3,9,5,0,2,4,0,5,1,5,8,0.41,0.75,0.69,0.52,0.3,0.79,0.08,0.91,0.17,0.81,S,S,S
GENOME_0151,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,7,4,5,5,0,1,3,3,1,8,4,9,1,0,4,0.34,0.72,0.29,0.52,0.6,0.76,0.36,0.26,0.0,0.94,S,S,S
GENOME_0152,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,6,2,4,10,7,1,3,6,1,5,0,3,10,0.38,0.67,0.91,0.32,0.2,0.7,0.03,0.54,0.25,0.81,S,I,S
GENOME_0153,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,2,4,5,3,1,9,1,0,8,6,3,5,0,8,8,0.22,0.88,0.26,0.77,0.33,0.65,0.18,0.13,0.15,0.76,S,I,I
GENOME_0154,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,4,0,6,0,3,4,3,1,4,5,6,1,5,7,0.18,0.64,0.82,0.45,0.24,0.9,0.28,0.28,0.22,0.91,S,R,R
GENOME_0155,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,6,4,4,9,4,3,6,2,0,9,3,3,2,3,7,0.17,0.65,0.43,0.24,0.38,0.92,0.37,0.21,0.11,0.93,S,R,S
GENOME_0156,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,2,2,9,2,4,7,0,9,7,2,4,0,9,4,0.32,0.87,0.69,0.56,0.2,0.63,0.02,0.69,0.16,0.93,S,S,I
GENOME_0157,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,8,0,7,9,0,5,1,3,6,5,3,5,1,3,10,0.07,0.42,0.28,0.5,0.04,0.92,0.1,0.54,0.24,0.78,S,S,S
GENOME_0158,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,7,3,6,10,1,0,4,3,10,5,3,8,1,3,1,0.13,0.37,0.62,0.45,0.01,0.74,0.17,0.68,0.07,0.47,S,I,S
GENOME_0159,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,10,5,8,3,4,5,1,1,0,8,0,3,2,9,10,0.12,0.84,0.64,0.63,0.07,0.82,0.03,0.48,0.23,0.72,S,I,R
GENOME_0160,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,2,3,0,5,0,8,1,1,5,9,0,3,2,6,10,0.19,0.67,0.1,0.56,0.44,0.76,0.21,0.57,0.05,0.96,S,S,S
GENOME_0161,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,3,2,1,7,4,2,2,2,4,7,3,6,1,8,10,0.1,0.78,0.82,0.22,0.21,0.93,0.37,0.81,0.36,0.87,S,S,R
GENOME_0162,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,8,1,1,7,1,1,7,2,10,5,5,0,2,5,5,0.53,0.87,0.41,0.13,0.42,0.9,0.26,0.58,0.43,0.97,S,S,S
GENOME_0163,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,9,5,0,6,0,7,7,2,7,6,4,10,0,6,10,0.25,0.69,0.57,0.5,0.18,0.95,0.05,0.26,0.1,0.82,S,S,S
GENOME_0164,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,5,0,7,3,1,1,7,1,2,5,1,6,1,3,4,0.38,0.47,0.33,0.61,0.63,0.88,0.04,0.53,0.02,0.73,S,S,R
GENOME_0165,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,4,0,3,9,3,7,6,3,2,8,5,7,0,4,2,0.6,0.75,0.95,0.56,0.04,0.76,0.39,0.7,0.32,0.92,R,S,I
GENOME_0166,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,4,0,6,2,0,9,5,0,0,5,0,1,1,8,9,0.01,0.59,0.09,0.53,0.08,0.93,0.05,0.6,0.47,0.71,S,S,S
GENOME_0167,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,2,0,3,4,0,3,9,6,3,0,7,8,0.4,0.64,0.99,0.43,0.2,0.97,0.09,0.54,0.09,0.99,S,S,S
GENOME_0168,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,7,2,4,8,5,1,9,6,5,3,1,9,6,0.38,0.82,0.6,0.36,0.5,0.62,0.29,0.69,0.37,0.89,S,I,I
GENOME_0169,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,2,3,7,10,0,3,7,1,9,8,5,9,0,1,8,0.31,0.78,0.72,0.22,0.26,0.43,0.08,0.51,0.22,0.75,R,S,R
GENOME_0170,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,6,3,0,2,1,5,3,4,9,2,7,9,0.09,0.69,0.05,0.78,0.05,0.83,0.45,0.51,0.11,1.0,S,I,I
GENOME_0171,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,9,5,8,3,4,7,5,1,4,8,5,5,1,2,10,0.27,0.81,0.67,0.58,0.35,0.86,0.01,0.33,0.06,0.98,R,S,R
GENOME_0172,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,5,4,2,4,0,6,0,6,4,3,6,1,1,3,0.35,0.72,0.52,0.51,0.57,0.85,0.09,0.37,0.35,0.89,S,S,S
GENOME_0173,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,4,1,4,5,2,4,4,2,10,5,2,6,1,1,2,0.1,0.75,0.18,0.27,0.07,0.73,0.1,0.81,0.19,0.99,S,R,I
GENOME_0174,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,10,1,4,3,0,6,7,0,9,4,0,3,1,3,1,0.3,0.88,0.88,0.31,0.1,0.91,0.17,0.5,0.05,0.84,I,R,S
GENOME_0175,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,0,4,2,2,2,1,0,4,5,2,0,0,4,0.12,0.84,0.99,0.54,0.67,0.92,0.25,0.29,0.12,0.83,S,S,S
GENOME_0176,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,2,1,3,3,5,3,2,2,7,0,3,1,4,0,0.57,0.8,0.22,0.58,0.35,0.78,0.02,0.57,0.05,0.96,R,I,S
GENOME_0177,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,7,4,0,9,0,10,2,0,10,9,2,8,2,6,5,0.07,0.58,0.02,0.1,0.16,0.65,0.19,0.7,0.14,0.86,I,R,S
GENOME_0178,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,9,2,1,4,2,0,6,1,3,7,3,9,0,1,1,0.69,0.88,0.62,0.5,0.09,0.76,0.25,0.27,0.43,0.98,I,S,S
GENOME_0179,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,5,0,8,3,2,5,4,1,5,7,0,10,1,4,8,0.39,0.77,0.56,0.33,0.38,0.89,0.22,0.45,0.12,0.68,S,S,R
GENOME_0180,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,4,3,8,7,4,4,1,3,3,8,6,6,1,3,4,0.29,0.73,0.82,0.57,0.04,0.49,0.21,0.69,0.0,0.97,S,I,I
GENOME_0181,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,9,1,4,8,2,1,5,3,6,3,3,2,0,5,1,0.45,0.58,0.25,0.66,0.51,0.49,0.19,0.43,0.05,0.92,S,I,S
GENOME_0182,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,4,2,3,10,2,3,6,1,9,10,4,2,0,0,3,0.28,0.88,0.21,0.33,0.14,0.76,0.11,0.56,0.03,0.98,R,R,S
GENOME_0183,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,3,1,5,0,10,1,0,9,3,6,4,1,0,5,0.54,0.85,0.64,0.31,0.47,0.64,0.13,0.43,0.11,0.96,S,R,I
GENOME_0184,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,5,0,5,6,0,10,7,3,2,4,0,7,0,1,3,0.48,0.86,0.39,0.68,0.04,0.94,0.1,0.62,0.28,0.75,S,S,S
GENOME_0185,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,5,2,8,7,4,10,3,0,7,4,3,4,2,3,4,0.09,0.48,0.5,0.29,0.28,0.7,0.33,0.21,0.04,0.62,I,S,R
GENOME_0186,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,2,7,4,0,6,1,0,6,9,4,5,1,0,3,0.09,0.84,0.56,0.34,0.14,0.67,0.34,0.8,0.18,0.93,S,S,S
GENOME_0187,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,3,3,3,4,3,5,5,3,2,4,5,8,1,4,3,0.07,0.88,0.92,0.53,0.31,0.91,0.08,0.37,0.15,0.82,S,S,R
GENOME_0188,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,3,5,5,4,4,10,1,1,8,4,0,8,0,5,2,0.17,0.7,0.76,0.37,0.13,0.91,0.07,0.18,0.02,0.88,I,S,R
GENOME_0189,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,5,5,8,6,3,9,2,3,9,6,1,5,2,9,8,0.31,0.96,0.65,0.66,0.1,0.62,0.3,0.7,0.25,0.71,S,I,R
GENOME_0190,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,7,0,3,7,0,5,4,0,4,4,6,4,2,3,2,0.29,0.37,0.08,0.47,0.1,0.76,0.13,0.56,0.03,0.82,S,S,S
GENOME_0191,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,8,2,8,10,0,8,6,2,1,9,6,7,1,6,3,0.23,0.62,0.01,0.35,0.46,0.86,0.26,0.27,0.19,0.78,R,I,S
GENOME_0192,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,8,3,7,10,4,1,7,3,8,7,3,0,2,4,7,0.39,0.69,0.32,0.24,0.05,0.42,0.06,0.33,0.06,0.74,S,S,S
GENOME_0193,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4,0,2,6,2,0,6,2,7,4,4,10,2,8,4,0.34,0.61,0.21,0.53,0.03,0.88,0.04,0.67,0.06,0.7,S,S,S
GENOME_0194,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,7,2,8,9,1,1,1,1,7,9,5,2,2,8,6,0.13,0.45,0.93,0.4,0.24,0.97,0.21,0.42,0.08,0.97,S,S,S
GENOME_0195,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7,5,4,8,1,2,4,3,0,8,1,5,1,3,5,0.33,0.65,0.19,0.36,0.34,0.85,0.22,0.78,0.28,0.6,S,S,S
GENOME_0196,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,9,2,0,5,0,8,4,2,3,7,3,7,1,9,0,0.82,0.83,0.95,0.49,0.1,0.7,0.42,0.54,0.0,0.54,R,S,R
GENOME_0197,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,1,7,2,3,9,6,1,6,7,0,5,2,5,1,0.1,0.78,0.42,0.62,0.22,0.95,0.27,0.77,0.15,0.88,S,S,R
GENOME_0198,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3,4,4,4,4,8,4,0,5,4,5,9,2,1,9,0.22,0.79,0.87,0.38,0.41,0.74,0.17,0.58,0.2,0.96,S,S,S
GENOME_0199,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,2,0,4,6,2,4,2,1,8,4,3,5,1,1,4,0.47,0.61,0.24,0.18,0.08,0.88,0.12,0.53,0.27,0.59,S,S,S
GENOME_0200,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,4,3,1,4,0,6,4,1,7,5,4,3,1,2,9,0.58,0.68,0.3,0.31,0.59,0.67,0.22,0.52,0.39,0.65,I,S,S
GENOME_0201,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,7,1,8,5,3,2,6,0,8,7,0,6,0,9,2,0.37,0.54,0.4,0.51,0.04,0.85,0.16,0.66,0.01,0.78,S,S,S
GENOME_0202,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,7,2,5,10,0,9,1,1,3,4,0,6,0,1,7,0.11,0.53,0.36,0.31,0.07,0.67,0.23,0.76,0.05,0.76,R,S,S
GENOME_0203,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,3,2,10,1,1,6,3,7,8,5,0,2,8,7,0.14,0.43,0.15,0.87,0.28,0.95,0.16,0.33,0.26,0.97,S,S,S
GENOME_0204,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,6,10,0,5,4,1,5,8,0,2,1,3,1,0.34,0.98,0.81,0.74,0.26,0.66,0.54,0.59,0.39,0.96,S,S,S
GENOME_0205,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,3,1,1,10,3,5,2,2,8,4,2,8,1,4,5,0.13,0.66,0.54,0.24,0.34,0.91,0.29,0.33,0.34,0.89,S,S,S
GENOME_0206,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,5,5,6,2,1,4,6,1,9,5,4,5,1,1,6,0.25,0.86,0.6,0.57,0.0,0.91,0.04,0.48,0.06,0.93,R,S,I
GENOME_0207,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,4,5,1,10,0,0,4,2,0,6,1,3,2,7,6,0.48,0.79,0.86,0.55,0.46,0.73,0.13,0.19,0.09,0.94,R,S,R
GENOME_0208,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,3,4,4,3,1,9,1,1,5,9,0,7,0,7,2,0.13,0.77,0.05,0.41,0.49,0.79,0.11,0.19,0.04,0.84,S,S,S
GENOME_0209,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,10,5,8,9,4,1,2,3,9,7,4,6,1,6,8,0.11,0.71,0.09,0.42,0.11,0.98,0.15,0.49,0.48,0.87,R,S,S
GENOME_0210,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,2,1,8,10,3,6,3,0,9,7,2,9,1,6,6,0.15,0.91,0.11,0.61,0.03,0.95,0.19,0.14,0.17,0.91,S,S,S
GENOME_0211,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,5,9,3,9,3,0,1,10,2,5,0,6,0,0.16,0.64,0.21,0.44,0.06,0.92,0.38,0.76,0.08,0.99,S,S,S
GENOME_0212,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,8,4,2,10,4,1,1,2,2,5,5,3,1,7,8,0.31,0.86,0.46,0.53,0.03,0.51,0.03,0.3,0.07,0.94,S,S,S
GENOME_0213,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,9,4,3,6,3,4,5,1,8,10,0,3,1,3,10,0.26,0.85,0.8,0.66,0.3,0.91,0.29,0.86,0.25,0.34,R,R,S
GENOME_0214,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,2,2,3,8,3,10,4,1,4,6,4,7,0,5,5,0.26,0.82,0.68,0.36,0.14,0.77,0.15,0.2,0.23,0.99,I,S,R
GENOME_0215,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,3,2,8,4,0,9,6,3,4,3,2,2,0,7,5,0.44,0.7,0.92,0.47,0.43,0.78,0.06,0.35,0.11,0.83,S,I,R
GENOME_0216,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,3,5,2,3,5,1,0,9,0,10,1,7,6,0.66,0.75,0.56,0.6,0.18,0.81,0.23,0.4,0.42,0.87,S,R,I
GENOME_0217,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,3,3,5,0,9,2,2,9,8,5,8,1,3,1,0.14,0.55,0.43,0.53,0.1,0.81,0.2,0.38,0.27,0.76,S,S,S
GENOME_0218,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,9,5,4,5,4,0,4,2,1,8,6,7,1,0,10,0.25,0.79,0.79,0.4,0.23,0.92,0.7,0.45,0.11,0.7,I,R,I
GENOME_0219,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,8,5,5,9,4,4,6,3,8,10,3,3,0,1,1,0.32,0.74,0.36,0.46,0.3,0.8,0.42,0.34,0.09,0.95,S,S,S
GENOME_0220,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,10,0,7,3,2,0,6,2,6,5,3,2,1,3,3,0.36,0.67,0.38,0.82,0.07,0.84,0.12,0.3,0.21,0.82,S,S,I
GENOME_0221,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,3,4,0,3,0,2,6,2,3,4,3,3,0,8,1,0.11,0.72,0.77,0.54,0.3,0.66,0.15,0.31,0.19,0.96,S,I,S
GENOME_0222,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,9,2,4,6,0,8,5,3,6,4,6,10,1,2,6,0.13,0.9,0.52,0.19,0.28,0.85,0.09,0.67,0.45,1.0,S,I,S
GENOME_0223,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,8,7,0,6,7,2,9,9,1,1,2,4,9,0.41,0.76,0.23,0.57,0.02,0.93,0.13,0.4,0.15,0.73,S,S,I
GENOME_0224,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,5,2,3,5,1,1,1,2,1,4,4,5,1,0,8,0.09,0.81,0.38,0.38,0.23,0.93,0.11,0.55,0.12,0.86,S,I,R
GENOME_0225,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,7,8,1,4,2,0,4,3,5,2,1,4,1,0.12,0.89,0.51,0.76,0.08,0.92,0.36,0.28,0.28,0.99,S,I,I
GENOME_0226,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,5,5,8,5,0,3,4,3,8,4,3,2,1,0,0,0.66,0.63,0.64,0.62,0.23,0.88,0.12,0.41,0.03,0.98,S,S,S
GENOME_0227,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,6,0,0,9,1,6,3,0,10,3,6,0,2,5,0,0.12,0.88,0.16,0.89,0.46,0.82,0.22,0.6,0.2,1.0,S,R,R
GENOME_0228,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,7,3,0,3,6,1,1,10,2,7,0,0,1,0.31,0.26,0.26,0.66,0.48,0.9,0.22,0.53,0.27,0.9,S,S,S
GENOME_0229,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,7,0,7,5,4,8,6,3,2,5,1,7,1,1,2,0.06,0.68,0.08,0.38,0.32,0.7,0.27,0.34,0.23,0.87,S,R,S
GENOME_0230,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,5,2,4,8,0,2,4,1,4,3,3,8,0,8,0,0.2,0.72,0.96,0.68,0.23,0.91,0.21,0.31,0.36,0.74,S,I,R
GENOME_0231,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,8,0,1,6,1,5,6,2,4,4,6,10,0,2,7,0.18,0.93,0.33,0.58,0.08,0.9,0.17,0.42,0.01,0.87,S,I,S
GENOME_0232,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,3,3,6,3,2,4,2,0,7,7,0,4,2,8,5,0.14,0.8,0.52,0.29,0.89,0.91,0.13,0.67,0.16,0.93,S,S,S
GENOME_0233,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,10,5,4,4,4,9,3,2,6,4,2,10,2,3,2,0.13,0.67,0.68,0.62,0.27,0.91,0.22,0.66,0.04,0.76,S,R,S
GENOME_0234,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,5,4,5,3,7,1,0,2,8,1,3,1,4,8,0.19,0.75,0.48,0.27,0.01,0.78,0.15,0.53,0.26,0.73,I,R,I
GENOME_0235,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,8,1,5,6,2,10,4,0,4,3,1,8,1,6,3,0.47,0.93,0.11,0.62,0.22,0.79,0.23,0.52,0.08,0.94,I,S,S
GENOME_0236,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,7,0,7,8,2,0,5,0,7,8,2,2,2,3,8,0.28,0.71,0.89,0.53,0.03,0.89,0.47,0.45,0.05,0.84,S,I,R
GENOME_0237,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,3,0,4,3,9,5,0,4,3,3,3,2,9,4,0.34,0.49,0.75,0.47,0.06,0.96,0.44,0.88,0.0,0.73,R,R,S
GENOME_0238,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,7,2,2,10,4,1,7,2,1,6,5,7,1,9,8,0.41,0.8,0.1,0.72,0.36,0.6,0.28,0.24,0.29,0.72,R,S,S
GENOME_0239,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,10,3,6,4,3,6,7,2,9,6,5,1,1,5,7,0.07,0.77,0.23,0.42,0.26,0.62,0.14,0.23,0.29,0.98,S,I,R
GENOME_0240,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,7,5,8,6,4,0,1,2,1,6,0,2,0,8,1,0.29,0.7,0.89,0.51,0.02,0.59,0.18,0.82,0.39,0.95,I,S,R
GENOME_0241,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,4,1,1,6,4,4,7,0,0,10,6,10,1,7,4,0.13,0.84,0.7,0.37,0.16,0.78,0.11,0.42,0.04,0.96,S,S,S
